"tags","article_url","sender","timestamp","instance_id","subject","id","top_sentence_"
"['seattle' 'temporarily halts trump' 'immigration refugees' 'u.s.' 'immigration' 'executive order' 'federal judge' 'series' 'james robart' 'decision' 'confusion' 'country' 'fresh round' 'order' 'blocks president' donald trump's 'applies nationwide' 'government lawyers' 'ruling' judge's ruling 'appeal' 'immigration officials' 'district judge' 'refugees']","https://www.wsj.com/articles/legal-feud-over-trump-immigration-order-turns-to-visa-revocations-1486153216","WSJ.com","2017-02-03T20:29:04-05:00","","WSJ NEWS ALERT: Federal Judge Temporarily Halts Trump Order on Immigration Refugees","58952e67cd4d744b50000017","Federal Judge Temporarily Halts Trump Order on Immigration Refugees A federal judge in Seattle issued a ruling that temporarily blocks President Donald Trump's executive order on immigration and refugees a decision that applies nationwide."
"['founder' 'statement' 'firm' 'high-profile designate' 'secretary' 'nominee' 'defense ethics standards' 'owner' 'florida panthers' 'secretary vincent viola withdraws' 'wall street' 'trump' 'consideration' 'insurmountable' donald trump's pick 'vincent viola' 'army' 'department' 'business' 'virtu financial' 'confirmation process' wsj news alert donald trump's pick 'army withdrew' donald trump's 'hockey team']","https://www.wsj.com/articles/donald-trumps-pick-for-army-secretary-vincent-viola-withdraws-1486180025","WSJ.com","2017-02-03T22:58:29-05:00","","WSJ NEWS ALERT: Donald Trump's Pick for Army Secretary Vincent Viola Withdraws","5895516bcd4d744b5000001d","Vincent Viola the founder of the Wall Street trading firm Virtu Financial and owner of the Florida Panthers hockey team said in a statement that he was withdrawing because the challenges of separating from his business to meet Department of Defense ethics standards had proven insurmountable."
"['trump' 'justice' 'ban' 'administration' 'refugees' 'denies request' 'court' 'immediate reinstatement' 'appeals' donald trump's 'circuit court' 'certain travelers' 'immediately reinstate trump travel ban' 'san francisco' 'arguments' 'u.s.' 'request' 'federal appeals court']","https://www.wsj.com/articles/court-denies-justice-departments-request-to-immediately-reinstate-trump-travel-ban-1486286937","WSJ.com","2017-02-05T04:44:00-05:00","","WSJ NEWS ALERT: Court Denies Request to Immediately Reinstate Trump Travel Ban","5896f3f5cd4d744155000006","Court Denies Request to Immediately Reinstate Trump Travel Ban A federal appeals court has denied the Justice Department's request for an immediate reinstatement of President Donald Trump's ban on certain travelers and all refugees."
"['wsj news alert join us' 'square' 'bowl 51' 'england patriots' 'atlanta falcons' 'bowl' 'houston' 'join us' 'first-ever championship' 'patriots' 'falcons' patriots' tom brady 'title' 'quarterback' '51']","http://www.wsj.com/livecoverage/falcons-patriots-super-bowl-2017-game-commercials","WSJ.com","2017-02-05T18:51:42-05:00","","WSJ NEWS ALERT: Join Us as the Falcons and Patriots Square Off in Super Bowl 51","5897ba9dcd4d74415500000e","Join Us as the Falcons and Patriots Square Off in Super Bowl 51 As the Atlanta Falcons and New England Patriots meet in Houston for Super Bowl 51 the Falcons look for their first-ever championship while the Patriots' Tom Brady seeks a record-breaking fifth title as a quarterback."
"['player' 'record' 'first-ever' 'first-ever overtime' 'victory marks' 'come-from-behind win' 'late score' 'quarterback' 'overtime' 'quarter' 'bowl title' 'patriots' 'england patriots' 'bowl' 'game' 'atlanta falcons' 'tom brady' 'wsj news alert patriots defeat falcons' 'position' '34-28' 'patriots defeat falcons']","http://www.wsj.com/livecoverage/falcons-patriots-super-bowl-2017-game-commercials","WSJ.com","2017-02-05T22:47:00-05:00","","WSJ NEWS ALERT: Patriots Defeat Falcons 34-28 in First-Ever Super Bowl Overtime","5897f1c1cd4d74415500001c","Patriots Defeat Falcons 34-28 in First-Ever Super Bowl Overtime In a come-from-behind win the New England Patriots defeated the Atlanta Falcons 34-28."
"['28' '51-50' 'mike pence' 'betsy devos' pence's historic tie-breaking vote 'senate vote' 'fiery debate' 'betsy devos approved' 'cabinet nominee' 'rejected' 'verge' 'vice president' 'education secretary' 'senate' 'wsj news alert betsy devos approved' 'vote']","https://www.wsj.com/articles/betsy-devos-approved-as-education-secretary-with-vp-pences-tie-breaker-vote-1486488839","WSJ.com","2017-02-07T12:49:06-05:00","","WSJ NEWS ALERT:  Betsy DeVos Approved as Education Secretary With Vice President Pence's Historic Tie-Breaking Vote","589a08a5cd4d744155000038","Betsy DeVos Approved as Education Secretary With Vice President Pence's Historic Tie-Breaking Vote The Senate approved Betsy DeVos as education secretary concluding an unusually fiery debate that had put her on the verge of becoming the first cabinet nominee in 28 years to be rejected."
"['federal judge' 'legal battle' 'temporary pause' 'arguments' 'u.s.' 'immigration' 'new restrictions' 'executive order' 'white house efforts' 'session' 'circuit court' 'three-judge panel' 'san francisco-based' 'wsj news alert join us' 'join us' trump's travel ban 'enforcement' 'court' 'crucial test' donald trump's 'live analysis' 'appeals' 'reinstate some all' 'seattle' 'hears arguments' 'entry']","http://www.wsj.com/livecoverage/trump-travel-ban-appeals-court-hearing","WSJ.com","2017-02-07T18:03:35-05:00","","WSJ NEWS ALERT: Join Us for Live Analysis as Court Hears Arguments on Trump's Travel Ban","589a5262cd4d744155000045","The session is a crucial test in the fast-moving legal battle over White House efforts to restrict entry into the U.S. Last week a federal judge in Seattle issued a temporary pause that blocked enforcement of the new restrictions."
"['judges' 'appeals court' 'court' 'immigration order' 'grills lawyers' 'tough questions' 'attorney' 'states' donald trump's 'august flentje' 'immigration action' 'order' 'suspended' 'judgment' 'behalf' 'national authority' 'lower-court injunction' 'quick ruling' 'administration' 'justice department lawyer' 'question' trump's 'second-guess']","https://www.wsj.com/articles/donald-trumps-immigration-action-in-courts-hands-1486491207","WSJ.com","2017-02-07T20:09:00-05:00","","WSJ NEWS ALERT: Court Grills Lawyers on Trump's Immigration Action","589a6fc7cd4d74415500004b","Court Grills Lawyers on Trump's Immigration Action Judges fired tough questions at the Justice Department lawyer defending President Donald Trump's immigration order as well as at the attorney for two states seeking to strike it down paving the way for an expected quick ruling on whether it should remain suspended."
"['48' 'anthem' 'workers' 'large national employers' 'industry' 'unacceptable reduction' 'number' 'federal antitrust law' 'cigna' 'reshape' 'recent weeks' 'billion' 'court ruling' 'efforts' 'federal judge' 'decision' blocks anthem's planned acquisition 'u.s.' 'decisive rebuke' 'megamergers' 'health insurer' 'amy berman jackson' 'companies' 'district judge']","https://www.wsj.com/articles/federal-judge-blocks-anthems-planned-acquisition-of-cigna-1486599640","WSJ.com","2017-02-08T19:34:39-05:00","","WSJ NEWS ALERT: Federal Judge Blocks Anthem's Planned Acquisition of Cigna","589bb92dcd4d74415500006b","Federal Judge Blocks Anthem's Planned Acquisition of Cigna A federal judge on Wednesday blocked health insurer Anthem from acquiring rival Cigna the second court ruling in recent weeks to deal a decisive rebuke to efforts to reshape the industry through megamergers."
"['racial bias' 'capitol' 'local police' 'mr' 'partisan' 'approach' 'sides' 'aisle' 'alabama republican' 'attorney general' 'donald trump' '52-47' 'relations' 'voter fraud' 'jeff sessions' 'ally' 'sessions' 'attorney' 'issues' 'emotions' 'confirms jeff sessions' 'senate' 'vote' 'immigration enforcement' 'justice' 'bitter confirmation fight' 'allegations']","https://www.wsj.com/articles/senate-is-poised-to-confirm-sessions-along-party-lines-1486584469","WSJ.com","2017-02-08T19:50:42-05:00","","WSJ NEWS ALERT: Senate Confirms Jeff Sessions as Attorney General","589bbcebcd4d744155000070","Senate Confirms Jeff Sessions as Attorney General The bitter confirmation fight over Sen. Jeff Sessions as attorney general widened the already yawning partisan divide in the Capitol as allegations of racial bias stoked emotions on both sides of the aisle."
"['three' 'indexes' 'composite' 'dow jones' 'trump signals' 'sp' 'taxes' 'wsj news alert stocks surge' '20172.40.' 'fresh records' '13.2' 'stocks' '500' '32.73' 'campaign' 'nasdaq' '0.6' 'lower taxes' '118.06' 'stocks surge' 'lower taxes u.s.' 'donald trump' '2307.87' 'average' 'points' '5715.18--records']","https://www.wsj.com/articles/asian-stocks-tread-water-as-markets-hit-equilibrium-1486613363","WSJ.com","2017-02-09T16:53:40-05:00","","WSJ NEWS ALERT: Stocks Surge as Trump Signals Plan for Lower Taxes","589ce4e7cd4d74221a000008","The S&P 500 added 13.2 points or 0.6% to 2307.87 and the Nasdaq Composite gained 32.73 points or 0.6% to 5715.18--records for all three indexes."
"['ruling' 'refugee program' 'mr. trump' 'u.s.' 'effect' 'visitors' 'four' 'appeals' 'froze' 'such action' '27' 'rules' 'refugees' '90' donald trump's 'countries' 'executive order' 'terrorists' 'national drama' 'appeals court' 'immigration' 'courts' 'seven' 'travel ban' 'against trump travel ban' 'months' 'entry' 'muslim' 'circuit' 'ban' 'twist' 'syria' 'court' 'order']","https://www.wsj.com/articles/appeals-court-rules-against-trump-travel-ban-1486682025","WSJ.com","2017-02-09T18:22:15-05:00","","WSJ NEWS ALERT: Appeals Court Rules Against Trump Travel Ban","589cf9c7cd4d74221a00000a","Appeals Court Rules Against Trump Travel Ban An appeals court on Thursday ruled against President Donald Trump's executive order on immigration and refugees saying such a travel ban should not go into effect while courts consider whether it goes too far in limiting visitors to the U.S."
